repository_name,repository_url,file_path,line_number,code_snippet,explanation
XLechter/Detail-Preserved-Point-Cloud-Completion-via-SFA,https://github.com/XLechter/Detail-Preserved-Point-Cloud-Completion-via-SFA,eval_novel.py,14,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Richardzhangxx/PET-CGDNN,https://github.com/Richardzhangxx/PET-CGDNN,Experiment on 2016a/main.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CoderWangcai/DRL_Path_Planning,https://github.com/CoderWangcai/DRL_Path_Planning,src/tf_pkg/scripts/10_D3QN_PER_image_add_sensor_empty_world_30m.py,32,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'  # 默认显卡0",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Pomiculture/YOLOv4-Vitis-AI,https://github.com/Pomiculture/YOLOv4-Vitis-AI,external_tools/keras-YOLOv3-model-set/common/backbones/imagenet_training/train_imagenet.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
RoPGen/RoPGen,https://github.com/RoPGen/RoPGen,src/RoPGen-enabled DL-CAIS/code-imitator/src/PyProject/evaluations/learning/rnn_css/gradaug_train.py,259,"os.environ[""CUDA_VISIBLE_DEVICES""] = '1'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
z-x-yang/NS-Outpainting,https://github.com/z-x-yang/NS-Outpainting,eval_model.py,96,os.environ['CUDA_VISIBLE_DEVICES'] = str(gpu_id),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ML-TANGO/TANGO,https://github.com/ML-TANGO/TANGO,labelling/Model/Predict/RealTimePredictor.py,532,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(gpuIdx)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kimbring2/minecraft_ai,https://github.com/kimbring2/minecraft_ai,run_evaluation.py,37,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
stardut/Text-Generate-RNN,https://github.com/stardut/Text-Generate-RNN,train.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
reczoo/BARS,https://github.com/reczoo/BARS,matching/cf/ENMF/src/ENMF.py,344,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yanx27/PointASNL,https://github.com/yanx27/PointASNL,ScanNet/train_scannet_grid.py,66,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(FLAGS.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
uuujf/SGDNoise,https://github.com/uuujf/SGDNoise,FashionMNIST/model.py,131,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zouguojian/Traffic-speed-prediction,https://github.com/zouguojian/Traffic-speed-prediction,3S-TBLN/baselines/ConvLSTM/train.py,15,os.environ['CUDA_VISIBLE_DEVICES'] = '6',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
someonefighting/tf-kaldi-speaker-master,https://github.com/someonefighting/tf-kaldi-speaker-master,egs/voxceleb/v1/nnet/lib/train_multitask_ab.py,14,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YaneZhang/KBQA_zh,https://github.com/YaneZhang/KBQA_zh,qa_pipeline/chinese_ner.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,src/vai_quantizer/vai_q_tensorflow2.x/tensorflow_model_optimization/python/examples/quantization/keras/vitis/candidate_layer_quantize.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
someonefighting/tf-kaldi-speaker-master,https://github.com/someonefighting/tf-kaldi-speaker-master,egs/voxceleb/multitask/nnet/lib/train_multitask_ab.py,14,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
horovod/horovod,https://github.com/horovod/horovod,examples/tensorflow2/tensorflow2_synthetic_benchmark.py,60,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JdeRobot/BehaviorMetrics,https://github.com/JdeRobot/BehaviorMetrics,behavior_metrics/brains/CARLA/tensorflow/brain_carla_bird_eye_deep_learning_broken_input.py,26,#os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
luofuli/DualRL,https://github.com/luofuli/DualRL,utils/vocab.py,121,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TamaraGrossmann/FEM-vs-PINNs,https://github.com/TamaraGrossmann/FEM-vs-PINNs,PINN_codes/3D_Poisson.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kentonl/e2e-coref,https://github.com/kentonl/e2e-coref,util.py,45,"os.environ[""CUDA_VISIBLE_DEVICES""] = "","".join(str(g) for g in gpus)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JoshuaBillson/Waterbody-Detection-Via-Deep-Learning,https://github.com/JoshuaBillson/Waterbody-Detection-Via-Deep-Learning,main.py,108,"os.environ[""CUDA_VISIBLE_DEVICES""]=f""{','.join(GPUS)}""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tamu-engineering-research/Open-source-power-dataset,https://github.com/tamu-engineering-research/Open-source-power-dataset,Code/BenchmarkModel/EventClassification/models/MCDCNN.py,370,"os.environ[""CUDA_VISIBLE_DEVICES""] = '-1'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tamu-engineering-research/Open-source-power-dataset,https://github.com/tamu-engineering-research/Open-source-power-dataset,Code/BenchmarkModel/EventClassification/models/MCDCNN.py,372,"os.environ[""CUDA_VISIBLE_DEVICES""] = ','.join(map(str, config['trainer_params']['gpus']))",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mmcc-xx/BirdCAGE,https://github.com/mmcc-xx/BirdCAGE,BirdNET-Analyzer/model.py,3,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JaywongWang/CBP,https://github.com/JaywongWang/CBP,train.py,55,os.environ['CUDA_VISIBLE_DEVICES'] = str(options['gpu_id']),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DexterZeng/EAE,https://github.com/DexterZeng/EAE,CombEA/main-ite.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
HKU-BAL/Clair3-Nova,https://github.com/HKU-BAL/Clair3-Nova,clair3/CallVariants.py,1455,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
HKU-BAL/Clair3-Nova,https://github.com/HKU-BAL/Clair3-Nova,clair3/CallVariants.py,1683,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/Supported_Keras_Models/mea_column_model_nocustomlayer_training.py,23,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ikmb/amino_acid_encoding_deep_learning_applications,https://github.com/ikmb/amino_acid_encoding_deep_learning_applications,CustomTrainingScripts/trainAnHLARNNmodel.py,74,"os.environ[""CUDA_VISIBLE_DEVICES""]=str(gpuIndex)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
sckangz/SelfsupervisedSC,https://github.com/sckangz/SelfsupervisedSC,Pre-Train-Conv-AE-ORL.py,13,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
weiyithu/OptimizeMVS,https://github.com/weiyithu/OptimizeMVS,lib/external_ops/evaluation_metric/tf_nndistance.py,45,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
theavicaster/featurehallucination-cgan,https://github.com/theavicaster/featurehallucination-cgan,IndianPines/2N/Concatenated/TrainTestExperiments/25-75/twostream.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
haiphanNJIT/SecureSGD,https://github.com/haiphanNJIT/SecureSGD,Cifar10/SecureSGDCifar.py,34,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
prajwalsingh/EEG2Image,https://github.com/prajwalsingh/EEG2Image,lstm_kmean/inference.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""]= '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
inspire-group/ModelPoisoning,https://github.com/inspire-group/ModelPoisoning,malicious_agent.py,484,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(gpu_id)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
suhitaghosh10/UATS,https://github.com/suhitaghosh10/UATS,dataset_specific/prostate/expts/prostate_bai.py,33,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
GuangmingZhu/ContinuousGR,https://github.com/GuangmingZhu/ContinuousGR,testing_ts1res3d.py,2,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
iiau-tracker/SPLT,https://github.com/iiau-tracker/SPLT,SPLT_tracker_new.py,20,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
qcwthu/Lifelong-Fewshot-Language-Learning,https://github.com/qcwthu/Lifelong-Fewshot-Language-Learning,convertmodel.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bai-shang/crnn_ctc_ocr_tf,https://github.com/bai-shang/crnn_ctc_ocr_tf,tools/train_crnn_ctc.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yfeng95/GAN,https://github.com/yfeng95/GAN,wgan_mlp.py,89,os.environ['CUDA_VISIBLE_DEVICES'] = '1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/deprecated_keras_h5/mea_column_model_training_customnormform_json.py,23,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
maobubu/stock-prediction,https://github.com/maobubu/stock-prediction,scripts/ESIM/main.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SJTU-Thinklab-Det/OHDet_Tensorflow,https://github.com/SJTU-Thinklab-Det/OHDet_Tensorflow,libs/box_utils/nms_rotate.py,134,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ifding/deep-learning-python,https://github.com/ifding/deep-learning-python,05_road_segmentation/main.py,216,os.environ['CUDA_VISIBLE_DEVICES'] = str(args.gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zuxinqi/nlp_tasks,https://github.com/zuxinqi/nlp_tasks,Relation_Extraction/tagging_scheme_joint_extraction/tagging_scheme_joint_relation_extraction.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pulver22/QLAB,https://github.com/pulver22/QLAB,deep_reinforced_landing/src/debug_experience.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tkuanlun350/Kaggle_Ship_Detection_2018,https://github.com/tkuanlun350/Kaggle_Ship_Detection_2018,train_cascade.py,498,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
suhitaghosh10/UATS,https://github.com/suhitaghosh10/UATS,dataset_specific/skin_2D/expts/skin_uats_softmax.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Zuber-group/CryoVesNet,https://github.com/Zuber-group/CryoVesNet,notebooks/training.py,7,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
